1.000000 0.109904 0.246206 0.227949 0.215746 0.371632 0.255130 0.053869 0.213816 0.214024 0.225354 0.223427 0.229653 0.215600 0.211850 0.215646 0.216835 0.233746 0.238470 -nan 0.216466 0.233422 0.245048 0.255329 0.216427 0.244169 0.215775 0.245854 0.084404 
0.109904 1.000000 0.036253 0.043818 0.108055 0.054121 0.084621 0.517301 0.101882 0.084016 0.065997 0.057094 0.048203 0.030954 0.094337 0.108581 0.042640 0.020129 0.056716 -nan 0.110925 0.093420 0.032358 0.048553 0.110789 0.024670 0.108170 0.153828 0.304859 
0.246206 0.036253 1.000000 0.560818 0.434541 0.684216 0.549182 0.011811 0.605045 0.670088 0.578969 0.729338 0.915759 0.560929 0.488579 0.438388 0.612129 0.670105 0.962165 -nan 0.425305 0.362155 0.663496 0.902009 0.425988 0.598321 0.434167 0.359208 0.035908 
0.227949 0.043818 0.560818 1.000000 0.614737 0.512414 0.412829 0.013169 0.579791 0.637320 0.929659 0.792998 0.535073 0.940412 0.628553 0.607732 0.916081 0.602555 0.556663 -nan 0.612293 0.763070 0.550794 0.449067 0.610300 0.525645 0.614561 0.303925 0.059000 
0.215746 0.108055 0.434541 0.614737 1.000000 0.374350 0.308261 0.086073 0.564278 0.504259 0.667125 0.520663 0.470512 0.728857 0.965131 0.990788 0.809254 0.485932 0.418715 -nan 0.990409 0.606607 0.430566 0.519120 0.999394 0.460779 0.999999 0.274270 0.120077 
0.371632 0.054121 0.684216 0.512414 0.374350 1.000000 0.618881 0.015712 0.347339 0.384543 0.466533 0.472575 0.577069 0.514992 0.374441 0.373083 0.487828 0.731631 0.593563 -nan 0.372225 0.442461 0.855535 0.726378 0.373404 0.770792 0.374313 0.390037 0.031379 
0.255130 0.084621 0.549182 0.412829 0.308261 0.618881 1.000000 0.154364 0.265463 0.270477 0.314718 0.331829 0.423755 0.357572 0.300553 0.305879 0.323350 0.509482 0.464545 -nan 0.308996 0.516386 0.533465 0.688281 0.308811 0.838329 0.308289 0.921238 0.145517 
0.053869 0.517301 0.011811 0.013169 0.086073 0.015712 0.154364 1.000000 0.076555 0.056021 0.033302 0.024902 0.019461 0.000707 0.069818 0.086651 0.008869 0.000000 0.033276 -nan 0.089465 0.078594 0.058814 0.039843 0.089298 0.077895 0.086210 0.229594 0.897219 
0.213816 0.101882 0.605045 0.579791 0.564278 0.347339 0.265463 0.076555 1.000000 0.940238 0.611462 0.857618 0.798240 0.631696 0.742348 0.547509 0.671441 0.436164 0.598874 -nan 0.571925 0.462788 0.388932 0.413564 0.538291 0.353838 0.563184 0.235752 0.112112 
0.214024 0.084016 0.670088 0.637320 0.504259 0.384543 0.270477 0.056021 0.940238 1.000000 0.629598 0.892293 0.856837 0.687442 0.671027 0.525533 0.696107 0.497619 0.681930 -nan 0.474708 0.452266 0.438657 0.423413 0.480196 0.354816 0.503187 0.229208 0.095970 
