"","V1","V2","V3","V4","V5","V6"
"sig_1",-0.246521698331785,0.387588285241578,-0.363149222883235,0.175428581741568,0.40092575255376,-0.452968383859
"sig_2",-0.0813670438756926,-0.313747005760715,0.100364334315983,0.0550036578348121,-0.353380872312954,-0.00945305684556666
"sig_3",0.155508477865102,0.174776483639635,0.0782110517513171,-0.360797569063662,0.177421926720768,0.473349382725343
"sig_4",-0.0267500986227096,0.199457139317302,0.19467628733171,-0.12766863773898,-0.706346705631971,-0.0899306476216566
"sig_5",0.00303256713721449,-0.441998333437124,0.174998284585018,0.196152530194303,-0.118039935701132,0.0585346345750909
"sig_6",0.129781146841883,0.199363066561727,0.0631295514702391,-0.444852998043646,0.188541380897158,0.0430272850730255
"sig_7",0.0904036581405384,-0.00487303649095278,-0.0922931197248312,-0.345537475179334,0.109753877878628,-0.202336086292024
"sig_8",0.0455682499689712,-0.129007262010146,0.0602284906490876,-0.228645638338647,0.211989086497456,-0.295456943550071
"sig_9",-0.173236246810767,0.107475580702497,0.345784792224102,0.0959800839599734,-0.384924053604515,0.0154044195036229
"sig_10",-0.246818906809095,0.328183016068205,-0.0012676585668632,-0.33296269287898,0.115194024981343,0.142858154302739
"sig_11",-0.175460603629238,-0.230853547665825,-0.179145109255059,-0.153390474487731,0.344021406528518,0.129607347595753
"sig_12",-0.207366061014235,-0.0151686395026284,-0.0175809275092345,0.253446067500603,0.0379419597970612,0.0600431291460096
"sig_13",0.0471214278531632,-0.0804368906693151,-0.104469433644937,-0.111415150887054,-0.226403727445993,-0.497134652204767
"sig_14",-0.137806061263541,-0.0547356423891757,0.316039641425639,0.691794583729277,-0.374786442347076,-0.506681576637613
"sig_15",-0.168150666311896,-0.234408765564481,-0.0159481775771791,-0.326612626046849,-0.106142481347384,0.116279166009619
"sig_16",-0.0368296223115841,0.102198631833281,-0.182552017239276,-0.0132798132298982,0.194957788959986,-0.00713141490778898
"sig_17",-0.333692442044956,-0.175547340645787,-0.741227835980195,-0.0143568122291593,0.0350071880064846,-0.0243480990991483
"sig_18",0.121325445434707,-0.153145914076358,0.103868988767677,-0.538424059681779,0.337336313223818,0.0279832002653198
"sig_19",-0.0770503810768432,-0.341404003277129,-0.34870061533379,0.206303040670133,-0.00396792507931855,0.399495948824759
"sig_20",0.0087478103300647,0.0108668823941022,-0.0618361955671667,0.0103049102495725,0.0924846962318986,-0.123932837963681
"sig_21",-0.00208318797729121,0.149077730197685,-0.417365255717717,-0.108637317036506,-0.429471801281978,-0.229691306288712
"sig_22",0.0578534469935951,0.0329977768619782,0.00809414130118729,-0.495394437914624,0.304442158149511,0.278706423300676
"sig_23",-0.0957226790111421,0.549902415692918,0.536023376399455,0.188549598265606,0.326236975255447,0.649483635077615
"sig_24",-0.035344919455505,0.0993253489146265,0.518748869165645,0.48050463413043,-0.0281475402691231,-0.108584138291876
"sig_25",0.0161664950945501,0.0382338570461359,-0.37338291886168,-0.172305524112881,0.0278438577963606,0.380260473234408
"sig_26",-0.0752855847476587,-0.215453626330856,0.311564282252303,0.237800553214992,-0.110382761821602,-0.191535114140097
"sig_27",-0.0739444364136189,0.0574557384770056,-0.0283203409046956,0.326913239746458,0.0676872294754879,0.0988334341270355
"sig_28",-0.146364616620892,-0.436943959694152,0.10865688231621,-0.0660172130933255,0.0638993218948615,-0.419486500454205
"sig_29",0.0295576744266714,-0.0841286427457834,-0.219519405815141,-0.234377813217388,0.00469390194766047,0.0213126695474391
