1960,7.0833333333
1961,7.0833333333
1962,7.5
1963,7.5
1964,7.5
1965,7.5
1966,7.5
1967,7.5
1968,7.5
1969,7.5
1970,7.5
1971,9.125
1972,9.9166666667
1973,11.1083333333
1974,39.7416666667
1975,37.525
1976,41.925
1977,45.5
1978,45.9
1979,103.55
1980,125.708333333
1981,120.883333333
1982,111.2
1983,100.516666667
1984,100.1
1985,95.5833333333
1986,48.9833333333
1987,63.0666666667
1988,50.1416666667
1989,60.8666666667
1990,78.1083333333
1991,64.7666666667
1992,64.5416666667
1993,57.1583333333
1994,54.8
1995,59.9166666667
1996,72.3416666667
1997,67.9833333333
1998,46.3416666667
1999,64.2666666667
2000,100
2001,86.6916666667
2002,88.4
2003,102.4
2004,133.8
2005,189.1
2006,227.758333333
2007,252.066666667
2008,343.766666667
2009,218.966666667
2010,280.241666667
2011,368.275
2012,375.766666667
