1.000000 0.722124 0.856531 0.843950 0.800859 0.881461 0.840942 0.600524 0.733265 0.747693 0.731805 0.741719 0.773007 0.745347 0.704997 0.741926 0.735970 0.739798 0.766620 0.722350 0.731125 0.716560 0.746468 0.742468 0.738716 0.732105 0.786579 0.744834 0.616981 
0.722124 1.000000 0.691548 0.662115 0.738083 0.773293 0.770120 0.897988 0.546947 0.496237 0.633711 0.430858 0.648675 0.507797 0.603495 0.602115 0.000000 0.679670 0.565610 0.639987 0.599740 0.568553 0.716851 0.567853 0.602594 0.652642 0.732397 0.665127 0.832313 
0.856531 0.691548 1.000000 0.882747 0.834641 0.909311 0.874610 0.695741 0.901416 0.908962 0.846907 0.894739 0.950099 0.872731 0.852054 0.883239 0.880603 0.824880 0.930383 0.854490 0.885028 0.854828 0.855584 0.894669 0.881226 0.867088 0.806154 0.854314 0.687134 
0.843950 0.662115 0.882747 1.000000 0.843285 0.879271 0.845691 0.680724 0.874162 0.921788 0.921972 0.899418 0.855287 0.943095 0.854391 0.903633 0.918878 0.816821 0.892138 0.869948 0.871299 0.903603 0.845476 0.875331 0.888591 0.847954 0.803310 0.854702 0.684959 
0.800859 0.738083 0.834641 0.843285 1.000000 0.816706 0.925455 0.716593 0.862973 0.849679 0.827458 0.853975 0.829126 0.839187 0.836248 0.907082 0.856829 0.784896 0.852883 0.857964 0.895177 0.835657 0.803206 0.851003 0.908370 0.830277 0.982764 0.825863 0.720374 
0.881461 0.773293 0.909311 0.879271 0.816706 1.000000 0.888136 0.790926 0.866073 0.862494 0.837933 0.887368 0.905198 0.886080 0.828669 0.848990 0.886791 0.920264 0.901196 0.824587 0.871779 0.858706 0.948720 0.901836 0.855542 0.912858 0.805986 0.890710 0.768239 
0.840942 0.770120 0.874610 0.845691 0.925455 0.888136 1.000000 0.740169 0.846425 0.846729 0.819612 0.872536 0.860526 0.857160 0.837211 0.838698 0.889853 0.839810 0.911398 0.825078 0.868118 0.863921 0.868684 0.923219 0.853053 0.923392 0.935249 0.929399 0.732259 
0.600524 0.897988 0.695741 0.680724 0.716593 0.790926 0.740169 1.000000 0.668265 0.629960 0.672205 0.650647 0.751102 0.669385 0.666050 0.671205 0.651088 0.774007 0.686668 0.676954 0.701567 0.673817 0.852113 0.700427 0.671459 0.803119 0.714754 0.751378 0.981944 
0.733265 0.546947 0.901416 0.874162 0.862973 0.866073 0.846425 0.668265 1.000000 0.970348 0.930246 0.978825 0.948311 0.946146 0.969140 0.967771 0.954110 0.867874 0.961634 0.947466 0.962176 0.931812 0.880023 0.946249 0.959699 0.900143 0.866868 0.892136 0.691401 
0.747693 0.496237 0.908962 0.921788 0.849679 0.862494 0.846729 0.629960 0.970348 1.000000 0.966363 0.978077 0.935318 0.972849 0.956799 0.964862 0.971553 0.861247 0.956891 0.959735 0.943427 0.949315 0.868573 0.936494 0.948144 0.891390 0.857739 0.886383 0.665220 
0.731805 0.633711 0.846907 0.921972 0.827458 0.837933 0.819612 0.672205 0.930246 0.966363 1.000000 0.952973 0.869323 0.974080 0.918880 0.938468 0.959452 0.835241 0.912922 0.923770 0.904087 0.958333 0.847246 0.900725 0.911126 0.862868 0.825873 0.854319 0.689017 
0.741719 0.430858 0.894739 0.899418 0.853975 0.887368 0.872536 0.650647 0.978825 0.978077 0.952973 1.000000 0.924882 0.967839 0.965680 0.962039 0.980875 0.885707 0.968363 0.953588 0.954456 0.956279 0.898583 0.958330 0.961631 0.921664 0.874548 0.922116 0.669877 
0.773007 0.648675 0.950099 0.855287 0.829126 0.905198 0.860526 0.751102 0.948311 0.935318 0.869323 0.924882 1.000000 0.908704 0.912447 0.906462 0.912521 0.888968 0.954037 0.890114 0.936759 0.898801 0.918133 0.929852 0.903602 0.916434 0.836038 0.885766 0.751998 
0.745347 0.507797 0.872731 0.943095 0.839187 0.886080 0.857160 0.669385 0.946146 0.972849 0.974080 0.967839 0.908704 1.000000 0.940946 0.942479 0.981696 0.891375 0.943518 0.928308 0.930111 0.963990 0.903954 0.943760 0.930151 0.914307 0.852827 0.904198 0.690434 
0.704997 0.603495 0.852054 0.854391 0.836248 0.828669 0.837211 0.666050 0.969140 0.956799 0.918880 0.965680 0.912447 0.940946 1.000000 0.951405 0.960472 0.858347 0.949973 0.953856 0.961959 0.943696 0.858260 0.949078 0.958175 0.904881 0.882911 0.906278 0.692205 
0.741926 0.602115 0.883239 0.903633 0.907082 0.848990 0.838698 0.671205 0.967771 0.964862 0.938468 0.962039 0.906462 0.942479 0.951405 1.000000 0.952831 0.846544 0.941202 0.970545 0.957183 0.936006 0.857733 0.928990 0.983551 0.880366 0.864487 0.875995 0.696625 
0.735970 0.000000 0.880603 0.918878 0.856829 0.886791 0.889853 0.651088 0.954110 0.971553 0.959452 0.980875 0.912521 0.981696 0.960472 0.952831 1.000000 0.890035 0.962821 0.946946 0.953302 0.979616 0.899561 0.968398 0.954317 0.938453 0.884242 0.944946 0.671332 
0.739798 0.679670 0.824880 0.816821 0.784896 0.920264 0.839810 0.774007 0.867874 0.861247 0.835241 0.885707 0.888968 0.891375 0.858347 0.846544 0.890035 1.000000 0.883527 0.834077 0.866048 0.884062 0.964898 0.904202 0.850559 0.914981 0.809486 0.879569 0.779791 
0.766620 0.565610 0.930383 0.892138 0.852883 0.901196 0.911398 0.686668 0.961634 0.956891 0.912922 0.968363 0.954037 0.943518 0.949973 0.941202 0.962821 0.883527 1.000000 0.932462 0.956300 0.940105 0.900156 0.974385 0.952068 0.943879 0.880799 0.944320 0.690368 
0.722350 0.639987 0.854490 0.869948 0.857964 0.824587 0.825078 0.676954 0.947466 0.959735 0.923770 0.953588 0.890114 0.928308 0.953856 0.970545 0.946946 0.834077 0.932462 1.000000 0.946305 0.937370 0.838758 0.922680 0.964014 0.875479 0.869226 0.874033 0.699067 
0.731125 0.599740 0.885028 0.871299 0.895177 0.871779 0.868118 0.701567 0.962176 0.943427 0.904087 0.954456 0.936759 0.930111 0.961959 0.957183 0.953302 0.866048 0.956300 0.946305 1.000000 0.931161 0.891582 0.952369 0.980587 0.923891 0.886884 0.911924 0.713217 
0.716560 0.568553 0.854828 0.903603 0.835657 0.858706 0.863921 0.673817 0.931812 0.949315 0.958333 0.956279 0.898801 0.963990 0.943696 0.936006 0.979616 0.884062 0.940105 0.937370 0.931161 1.000000 0.883386 0.956549 0.935240 0.933576 0.873145 0.930334 0.703239 
0.746468 0.716851 0.855584 0.845476 0.803206 0.948720 0.868684 0.852113 0.880023 0.868573 0.847246 0.898583 0.918133 0.903954 0.858260 0.857733 0.899561 0.964898 0.900156 0.838758 0.891582 0.883386 1.000000 0.905353 0.864865 0.944964 0.818849 0.901451 0.856217 
0.742468 0.567853 0.894669 0.875331 0.851003 0.901836 0.923219 0.700427 0.946249 0.936494 0.900725 0.958330 0.929852 0.943760 0.949078 0.928990 0.968398 0.904202 0.974385 0.922680 0.952369 0.956549 0.905353 1.000000 0.946809 0.972415 0.896653 0.973488 0.703013 
0.738716 0.602594 0.881226 0.888591 0.908370 0.855542 0.853053 0.671459 0.959699 0.948144 0.911126 0.961631 0.903602 0.930151 0.958175 0.983551 0.954317 0.850559 0.952068 0.964014 0.980587 0.935240 0.864865 0.946809 1.000000 0.905933 0.886734 0.905371 0.694958 
0.732105 0.652642 0.867088 0.847954 0.830277 0.912858 0.923392 0.803119 0.900143 0.891390 0.862868 0.921664 0.916434 0.914307 0.904881 0.880366 0.938453 0.914981 0.943879 0.875479 0.923891 0.933576 0.944964 0.972415 0.905933 1.000000 0.873785 0.976878 0.818867 
