ID,sig_1,sig_2,sig_3,sig_4,sig_5,sig_6,sig_7,sig_8,sig_9,sig_10,sig_11,sig_12,sig_13,sig_14,sig_15,sig_16,sig_17,sig_18,sig_19,sig_20,sig_21,sig_22,sig_23,sig_24,sig_25,sig_26,sig_27,sig_28,sig_29
AUS_1980,313.0,143.0,311.0,431.0,40.0,758.0,380.0,142.0,151.0,540.0,443.0,517.0,225.0,989.0,8.0,165.0,1276.0,107.0,327.0,19.0,106.0,195.0,570.0,456.0,63.0,587.0,75.0,278.0,78.0
AUS_1981,293.0,110.0,223.0,553.0,13.0,733.0,265.0,91.0,145.0,401.0,742.0,390.0,200.0,1591.0,5.0,57.0,1247.0,209.0,148.0,3.0,42.0,169.0,492.0,325.0,14.0,412.0,27.0,145.0,41.0
AUS_1982,340.0,150.0,418.0,463.0,23.0,890.0,401.0,144.0,325.0,768.0,397.0,741.0,458.0,1233.0,15.0,131.0,1428.0,231.0,473.0,2.0,66.0,212.0,642.0,572.0,27.0,662.0,56.0,281.0,74.0
AUS_1983,457.0,214.0,503.0,654.0,107.0,1203.0,712.0,232.0,246.0,837.0,628.0,852.0,397.0,1635.0,15.0,437.0,2268.0,222.0,630.0,88.0,239.0,465.0,969.0,1026.0,190.0,1086.0,268.0,623.0,131.0
AUS_1984,465.0,192.0,470.0,887.0,44.0,1212.0,649.0,198.0,295.0,1056.0,1186.0,849.0,326.0,2271.0,26.0,251.0,2564.0,231.0,527.0,19.0,141.0,635.0,821.0,956.0,55.0,1098.0,112.0,495.0,112.0
AUS_1985,442.0,179.0,454.0,857.0,31.0,1166.0,566.0,186.0,306.0,1074.0,1229.0,851.0,402.0,2281.0,9.0,171.0,2500.0,205.0,489.0,6.0,95.0,487.0,887.0,778.0,36.0,953.0,83.0,435.0,109.0
AUS_1986,379.0,176.0,436.0,557.0,31.0,985.0,500.0,197.0,256.0,962.0,538.0,916.0,326.0,1314.0,3.0,186.0,1706.0,157.0,595.0,6.0,85.0,344.0,819.0,594.0,42.0,861.0,82.0,407.0,132.0
AUS_1987,329.0,178.0,257.0,443.0,23.0,846.0,488.0,210.0,49.0,444.0,402.0,705.0,115.0,915.0,0.0,82.0,1431.0,82.0,373.0,2.0,51.0,310.0,671.0,533.0,50.0,880.0,58.0,421.0,150.0
AUS_1988,266.0,125.0,241.0,358.0,15.0,602.0,320.0,121.0,69.0,469.0,328.0,504.0,120.0,723.0,0.0,57.0,971.0,42.0,319.0,0.0,32.0,194.0,412.0,316.0,24.0,479.0,40.0,231.0,65.0
AUS_1989,268.0,137.0,261.0,318.0,25.0,638.0,328.0,144.0,116.0,446.0,263.0,515.0,172.0,659.0,1.0,93.0,914.0,63.0,345.0,3.0,73.0,146.0,546.0,349.0,47.0,465.0,50.0,276.0,84.0
AUS_1990,291.0,133.0,301.0,388.0,22.0,691.0,337.0,132.0,107.0,611.0,331.0,620.0,168.0,814.0,4.0,109.0,1088.0,68.0,381.0,5.0,75.0,177.0,520.0,408.0,30.0,520.0,32.0,247.0,74.0
AUS_1991,234.0,127.0,220.0,229.0,26.0,497.0,331.0,118.0,130.0,292.0,132.0,272.0,177.0,412.0,2.0,91.0,679.0,78.0,219.0,7.0,65.0,174.0,251.0,375.0,34.0,462.0,64.0,240.0,56.0
AUS_1992,167.0,109.0,88.0,138.0,19.0,319.0,251.0,103.0,28.0,80.0,63.0,96.0,41.0,213.0,0.0,35.0,410.0,38.0,80.0,4.0,27.0,112.0,148.0,196.0,30.0,328.0,48.0,189.0,51.0
AUS_1993,189.0,172.0,164.0,97.0,11.0,464.0,333.0,237.0,80.0,121.0,25.0,230.0,150.0,170.0,9.0,26.0,425.0,66.0,257.0,0.0,24.0,57.0,441.0,313.0,14.0,523.0,44.0,383.0,202.0
AUS_1994,223.0,174.0,192.0,176.0,19.0,561.0,361.0,234.0,59.0,231.0,82.0,278.0,152.0,410.0,0.0,43.0,619.0,65.0,341.0,6.0,27.0,95.0,584.0,317.0,34.0,543.0,73.0,406.0,192.0
AUS_1995,203.0,193.0,154.0,124.0,9.0,514.0,380.0,286.0,66.0,160.0,30.0,231.0,191.0,225.0,0.0,20.0,519.0,87.0,209.0,1.0,25.0,110.0,503.0,288.0,10.0,661.0,39.0,468.0,267.0
AUS_1996,324.0,245.0,300.0,284.0,24.0,936.0,621.0,360.0,155.0,329.0,150.0,541.0,312.0,679.0,0.0,68.0,1221.0,194.0,521.0,4.0,62.0,216.0,955.0,732.0,42.0,1170.0,103.0,756.0,322.0
