ID,sig_1,sig_2,sig_3,sig_4,sig_5,sig_6,sig_7,sig_8
SAU_1962,0.024095999999999999,0.18072299999999999,0.0,0.0,0.0,0.012048,0.072289000000000006,0.27710800000000002
SAU_1963,0.033827000000000003,0.13424900000000001,0.0,0.0063420000000000004,0.0,0.031711999999999997,0.093022999999999995,0.213531
SAU_1964,0.020833000000000001,0.22916700000000001,0.0,0.0,0.0,0.0,0.0625,0.3125
SAU_1965,0.013746,0.19244,0.0,0.0,0.0,0.0,0.04811,0.31271500000000002
SAU_1966,0.020833000000000001,0.22916700000000001,0.0,0.0,0.0,0.0,0.0625,0.3125
SAU_1967,0.024095999999999999,0.18072299999999999,0.0,0.0,0.0,0.012048,0.072289000000000006,0.27710800000000002
SAU_1968,0.031593000000000003,0.108516,0.0,0.006868,0.0,0.050137000000000001,0.079670000000000005,0.18956000000000001
SAU_1969,0.035408000000000002,0.13090099999999999,0.0,0.005365,0.0,0.048283,0.083691000000000002,0.206009
SAU_1970,0.0,0.20618600000000001,0.0,0.0,0.0,0.0,0.0,0.36082500000000001
SAU_1971,0.032547,0.076886999999999997,0.0,0.017925,0.0,0.095283000000000007,0.041508999999999997,0.140566
SAU_1972,0.040632000000000001,0.075055999999999998,0.0,0.028216999999999999,0.0,0.103837,0.049660999999999997,0.123025
SAU_1973,0.033869999999999997,0.041914,0.0031749999999999999,0.034505000000000001,0.0,0.096528000000000003,0.050381000000000002,0.075783000000000003
SAU_1974,0.019068999999999999,0.012126,0.0052139999999999999,0.051325000000000003,3.0000000000000001e-05,0.061298999999999999,0.036864000000000001,0.024434999999999998
SAU_1975,0.01452,0.010253,0.006594,0.038871999999999997,0.000202,0.058467999999999999,0.031924000000000001,0.024858000000000002
SAU_1976,0.015611999999999999,0.010902,0.0047089999999999996,0.041986999999999997,0.00023699999999999999,0.059914000000000002,0.033577999999999997,0.025385999999999999
SAU_1977,0.014419,0.0086230000000000005,0.0056550000000000003,0.043494999999999999,0.00019699999999999999,0.053553000000000003,0.034928000000000001,0.018905999999999999
SAU_1978,0.015751000000000001,0.012344000000000001,0.0056109999999999997,0.036837000000000002,0.00021699999999999999,0.057252999999999998,0.043471000000000003,0.028843000000000001
SAU_1979,0.013676000000000001,0.010156999999999999,0.0042950000000000002,0.036423999999999998,4.0000000000000003e-05,0.054583,0.039355000000000001,0.025156999999999999
SAU_1980,0.012819000000000001,0.0079399999999999991,0.0066959999999999997,0.038552999999999997,0.00013799999999999999,0.051489,0.033662999999999998,0.018887999999999999
SAU_1981,0.0092239999999999996,0.0041799999999999997,0.0057270000000000003,0.041874000000000001,0.00017200000000000001,0.041746999999999999,0.022329999999999999,0.0098580000000000004
SAU_1982,0.010737999999999999,0.0057600000000000004,0.0066169999999999996,0.039565000000000003,0.000135,0.046688,0.027633999999999999,0.013625
SAU_1983,0.013132,0.0083440000000000007,0.0055189999999999996,0.039938000000000001,0.00026600000000000001,0.050366000000000001,0.037434000000000002,0.019105
SAU_1984,0.015047,0.010255,0.0068519999999999996,0.038159999999999999,0.00033500000000000001,0.054643999999999998,0.041593999999999999,0.022554000000000001
SAU_1985,0.020310999999999999,0.018654,0.0047019999999999996,0.037385000000000002,7.7000000000000001e-05,0.058467999999999999,0.058390999999999998,0.040507000000000001
SAU_1986,0.023685000000000001,0.027619999999999999,0.005731,0.028104000000000001,0.00034499999999999998,0.064009999999999997,0.070569999999999994,0.056897999999999997
SAU_1987,0.024223000000000001,0.031633000000000001,0.0062950000000000002,0.026294999999999999,0.00055800000000000001,0.055856999999999997,0.078167,0.066453999999999999
SAU_1988,0.020417000000000001,0.039750000000000001,0.0060829999999999999,0.0085830000000000004,0.00091699999999999995,0.050250000000000003,0.079583000000000001,0.095583000000000001
SAU_1989,0.026348,0.051317000000000002,0.0019910000000000001,0.017156999999999999,0.001838,0.042892,0.093903,0.108609
SAU_1990,0.021360000000000001,0.034766999999999999,0.0025000000000000001,0.01924,0.00098499999999999998,0.055673,0.070595000000000005,0.083472000000000005
SAU_1991,0.024929,0.034937999999999997,0.0042760000000000003,0.025201999999999999,0.00081899999999999996,0.05459,0.080701999999999996,0.074243000000000003
SAU_1992,0.019606999999999999,0.022917,0.0044990000000000004,0.027968,0.00055199999999999997,0.05602,0.064253000000000005,0.054322000000000002
SAU_1993,0.014906000000000001,0.021066000000000001,0.004934,0.018116,0.000339,0.049833000000000002,0.0591,0.060430999999999999
SAU_1994,0.016296000000000001,0.032988999999999997,0.001838,0.015004,0.00029799999999999998,0.041334999999999997,0.067816000000000001,0.094297000000000006
SAU_1995,0.017024999999999998,0.037478999999999998,0.0050819999999999997,0.0087030000000000007,0.00025399999999999999,0.043705000000000001,0.070703000000000002,0.10202
SAU_1996,0.015643000000000001,0.028361000000000001,0.0054850000000000003,0.011743,4.1e-05,0.050952999999999998,0.060907999999999997,0.080979999999999996
SAU_1997,0.014472,0.035895999999999997,0.0023860000000000001,0.0088699999999999994,0.0,0.043365000000000001,0.059498000000000002,0.107999
SAU_1998,0.018356000000000001,0.043104000000000003,0.0036879999999999999,0.0087679999999999998,0.00057399999999999997,0.037859999999999998,0.080390000000000003,0.11144800000000001
SAU_1999,0.019300999999999999,0.029441999999999999,0.0041980000000000003,0.021427000000000002,0.000164,0.051632999999999998,0.067499000000000003,0.074423000000000003
SAU_2000,0.018713,0.026638999999999999,0.0046430000000000004,0.024294,0.0,0.050324000000000001,0.065143999999999994,0.068192000000000003
SAU_2001,0.014421,0.021819999999999999,0.0054409999999999997,0.017263000000000001,0.0,0.050661999999999999,0.054871000000000003,0.064868999999999996
SAU_2002,0.01626,0.034188999999999997,0.002261,0.014591,0.0,0.044311999999999997,0.063641000000000003,0.097614999999999993
SAU_2003,0.013658999999999999,0.01883,0.0039620000000000002,0.020393999999999999,8.2999999999999998e-05,0.048690999999999998,0.053404,0.057304000000000001
SAU_2004,0.013475000000000001,0.021991,0.0026849999999999999,0.017177000000000001,2.4000000000000001e-05,0.047055,0.055642999999999998,0.068900000000000003
SAU_2005,0.011148999999999999,0.015717999999999999,0.006097,0.014751999999999999,0.00020900000000000001,0.046462000000000003,0.048394,0.052885000000000001
SAU_2006,0.011105,0.016358000000000001,0.0047990000000000003,0.014357999999999999,0.00020000000000000001,0.046008,0.049634999999999999,0.055780999999999997
SAU_2007,0.010612999999999999,0.020199000000000002,0.0040920000000000002,0.010433,0.00024499999999999999,0.041342999999999998,0.050618999999999997,0.072626999999999997
SAU_2008,0.0098200000000000006,0.017389000000000002,0.0037850000000000002,0.011042,7.7999999999999999e-05,0.047927999999999998,0.040448999999999999,0.065526000000000001
SAU_2009,0.010215999999999999,0.019491999999999999,0.0045770000000000003,0.0088210000000000007,0.00018200000000000001,0.044031000000000001,0.047487000000000001,0.071299000000000001
SAU_2010,0.015977000000000002,0.022223,0.0076270000000000001,0.016403999999999998,0.00029599999999999998,0.058615,0.053289000000000003,0.060553999999999997
