ID,EC1,EC2,EC3,EC4,EC5,EC6
ec:1.1.1.1,1.0,0.0,0.0,0.0,0.0,0.0
ec:1.1.1.102,1.0,0.0,0.0,0.0,0.0,0.0
ec:1.1.1.103,1.0,0.0,0.0,0.0,0.0,0.0
ec:1.1.1.105,1.0,0.0,0.0,0.0,0.0,0.0
ec:1.1.1.14,1.0,0.0,0.0,0.0,0.0,0.0
ec:1.1.1.153,1.0,0.0,0.0,0.0,0.0,0.0
ec:1.1.1.178,1.0,0.0,0.0,0.0,0.0,0.0
ec:1.1.1.179,1.0,0.0,0.0,0.0,0.0,0.0
ec:1.1.1.2,1.0,0.0,0.0,0.0,0.0,0.0
ec:1.1.1.205,1.0,0.0,0.0,0.0,0.0,0.0
ec:1.1.1.21,1.0,0.0,0.0,0.0,0.0,0.0
ec:1.1.1.211,1.0,0.0,0.0,0.0,0.0,0.0
ec:1.1.1.22,1.0,0.0,0.0,0.0,0.0,0.0
ec:1.1.1.27,1.0,0.0,0.0,0.0,0.0,0.0
ec:1.1.1.271,1.0,0.0,0.0,0.0,0.0,0.0
ec:1.1.1.30,1.0,0.0,0.0,0.0,0.0,0.0
ec:1.1.1.31,1.0,0.0,0.0,0.0,0.0,0.0
ec:1.1.1.330,1.0,0.0,0.0,0.0,0.0,0.0
ec:1.1.1.34,1.0,0.0,0.0,0.0,0.0,0.0
ec:1.1.1.35,1.0,0.0,0.0,0.0,0.0,0.0
ec:1.1.1.37,1.0,0.0,0.0,0.0,0.0,0.0
ec:1.1.1.40,1.0,0.0,0.0,0.0,0.0,0.0
ec:1.1.1.41,1.0,0.0,0.0,0.0,0.0,0.0
ec:1.1.1.42,1.0,0.0,0.0,0.0,0.0,0.0
ec:1.1.1.44,1.0,0.0,0.0,0.0,0.0,0.0
ec:1.1.1.49,1.0,0.0,0.0,0.0,0.0,0.0
ec:1.1.1.79,1.0,0.0,0.0,0.0,0.0,0.0
ec:1.1.1.8,1.0,0.0,0.0,0.0,0.0,0.0
ec:1.1.1.81,1.0,0.0,0.0,0.0,0.0,0.0
ec:1.1.1.95,1.0,0.0,0.0,0.0,0.0,0.0
ec:1.1.3.15,1.0,0.0,0.0,0.0,0.0,0.0
ec:1.1.3.16,1.0,0.0,0.0,0.0,0.0,0.0
ec:1.1.4.1,1.0,0.0,0.0,0.0,0.0,0.0
ec:1.1.5.3,1.0,0.0,0.0,0.0,0.0,0.0
ec:1.1.99.1,1.0,0.0,0.0,0.0,0.0,0.0
ec:1.11.1.6,1.0,0.0,0.0,0.0,0.0,0.0
ec:1.11.1.7,1.0,0.0,0.0,0.0,0.0,0.0
ec:1.11.1.9,1.0,0.0,0.0,0.0,0.0,0.0
ec:1.13.11.11,1.0,0.0,0.0,0.0,0.0,0.0
ec:1.13.11.20,1.0,0.0,0.0,0.0,0.0,0.0
ec:1.13.11.27,1.0,0.0,0.0,0.0,0.0,0.0
ec:1.13.11.5,1.0,0.0,0.0,0.0,0.0,0.0
ec:1.13.11.53,1.0,0.0,0.0,0.0,0.0,0.0
ec:1.13.11.54,1.0,0.0,0.0,0.0,0.0,0.0
ec:1.13.99.1,1.0,0.0,0.0,0.0,0.0,0.0
ec:1.14.11.1,1.0,0.0,0.0,0.0,0.0,0.0
ec:1.14.11.2,1.0,0.0,0.0,0.0,0.0,0.0
ec:1.14.11.4,1.0,0.0,0.0,0.0,0.0,0.0
ec:1.14.13.39,1.0,0.0,0.0,0.0,0.0,0.0
ec:1.14.13.9,1.0,0.0,0.0,0.0,0.0,0.0
ec:1.14.16.1,1.0,0.0,0.0,0.0,0.0,0.0
ec:1.14.16.2,1.0,0.0,0.0,0.0,0.0,0.0
ec:1.14.17.1,1.0,0.0,0.0,0.0,0.0,0.0
ec:1.14.18.1,1.0,0.0,0.0,0.0,0.0,0.0
ec:1.14.99.22,1.0,0.0,0.0,0.0,0.0,0.0
ec:1.16.3.1,1.0,0.0,0.0,0.0,0.0,0.0
ec:1.17.1.4,1.0,0.0,0.0,0.0,0.0,0.0
ec:1.17.3.2,1.0,0.0,0.0,0.0,0.0,0.0
ec:1.17.4.1,1.0,0.0,0.0,0.0,0.0,0.0
ec:1.2.1.12,1.0,0.0,0.0,0.0,0.0,0.0
ec:1.2.1.18,1.0,0.0,0.0,0.0,0.0,0.0
ec:1.2.1.24,1.0,0.0,0.0,0.0,0.0,0.0
ec:1.2.1.27,1.0,0.0,0.0,0.0,0.0,0.0
ec:1.2.1.3,1.0,0.0,0.0,0.0,0.0,0.0
ec:1.2.1.31,1.0,0.0,0.0,0.0,0.0,0.0
ec:1.2.1.41,1.0,0.0,0.0,0.0,0.0,0.0
ec:1.2.1.5,1.0,0.0,0.0,0.0,0.0,0.0
ec:1.2.1.8,1.0,0.0,0.0,0.0,0.0,0.0
ec:1.2.4.1,1.0,0.0,0.0,0.0,0.0,0.0
ec:1.2.4.2,1.0,0.0,0.0,0.0,0.0,0.0
ec:1.2.4.4,1.0,0.0,0.0,0.0,0.0,0.0
ec:1.3.1.2,1.0,0.0,0.0,0.0,0.0,0.0
ec:1.3.1.38,1.0,0.0,0.0,0.0,0.0,0.0
ec:1.3.1.93,1.0,0.0,0.0,0.0,0.0,0.0
ec:1.3.3.3,1.0,0.0,0.0,0.0,0.0,0.0
ec:1.3.3.4,1.0,0.0,0.0,0.0,0.0,0.0
ec:1.3.3.6,1.0,0.0,0.0,0.0,0.0,0.0
ec:1.3.5.1,1.0,0.0,0.0,0.0,0.0,0.0
ec:1.3.5.2,1.0,0.0,0.0,0.0,0.0,0.0
ec:1.3.8.1,1.0,0.0,0.0,0.0,0.0,0.0
ec:1.3.8.4,1.0,0.0,0.0,0.0,0.0,0.0
ec:1.3.8.6,1.0,0.0,0.0,0.0,0.0,0.0
ec:1.3.8.7,1.0,0.0,0.0,0.0,0.0,0.0
ec:1.3.8.9,1.0,0.0,0.0,0.0,0.0,0.0
ec:1.3.99.12,1.0,0.0,0.0,0.0,0.0,0.0
ec:1.4.1.13,1.0,0.0,0.0,0.0,0.0,0.0
ec:1.4.1.14,1.0,0.0,0.0,0.0,0.0,0.0
ec:1.4.1.3,1.0,0.0,0.0,0.0,0.0,0.0
ec:1.4.3.1,1.0,0.0,0.0,0.0,0.0,0.0
ec:1.4.3.3,1.0,0.0,0.0,0.0,0.0,0.0
ec:1.4.3.5,1.0,0.0,0.0,0.0,0.0,0.0
ec:1.4.4.2,1.0,0.0,0.0,0.0,0.0,0.0
ec:1.5.1.12,1.0,0.0,0.0,0.0,0.0,0.0
ec:1.5.1.15,1.0,0.0,0.0,0.0,0.0,0.0
ec:1.5.1.2,1.0,0.0,0.0,0.0,0.0,0.0
ec:1.5.1.20,1.0,0.0,0.0,0.0,0.0,0.0
ec:1.5.1.3,1.0,0.0,0.0,0.0,0.0,0.0
ec:1.5.1.34,1.0,0.0,0.0,0.0,0.0,0.0
ec:1.5.1.5,1.0,0.0,0.0,0.0,0.0,0.0
ec:1.5.1.6,1.0,0.0,0.0,0.0,0.0,0.0
ec:1.5.1.8,1.0,0.0,0.0,0.0,0.0,0.0
ec:1.5.1.9,1.0,0.0,0.0,0.0,0.0,0.0
ec:1.5.4.1,1.0,0.0,0.0,0.0,0.0,0.0
ec:1.5.8.3,1.0,0.0,0.0,0.0,0.0,0.0
ec:1.5.99.8,1.0,0.0,0.0,0.0,0.0,0.0
ec:1.7.3.3,1.0,0.0,0.0,0.0,0.0,0.0
ec:1.8.1.4,1.0,0.0,0.0,0.0,0.0,0.0
ec:1.8.1.9,1.0,0.0,0.0,0.0,0.0,0.0
ec:1.8.3.1,1.0,0.0,0.0,0.0,0.0,0.0
ec:2.1.1.10,0.0,1.0,0.0,0.0,0.0,0.0
ec:2.1.1.100,0.0,1.0,0.0,0.0,0.0,0.0
ec:2.1.1.20,0.0,1.0,0.0,0.0,0.0,0.0
ec:2.1.1.43,0.0,1.0,0.0,0.0,0.0,0.0
ec:2.1.1.45,0.0,1.0,0.0,0.0,0.0,0.0
ec:2.1.2.1,0.0,1.0,0.0,0.0,0.0,0.0
ec:2.1.2.10,0.0,1.0,0.0,0.0,0.0,0.0
ec:2.1.2.2,0.0,1.0,0.0,0.0,0.0,0.0
ec:2.1.2.3,0.0,1.0,0.0,0.0,0.0,0.0
ec:2.1.2.9,0.0,1.0,0.0,0.0,0.0,0.0
ec:2.1.3.2,0.0,1.0,0.0,0.0,0.0,0.0
ec:2.2.1.1,0.0,1.0,0.0,0.0,0.0,0.0
ec:2.2.1.2,0.0,1.0,0.0,0.0,0.0,0.0
ec:2.3.1.12,0.0,1.0,0.0,0.0,0.0,0.0
ec:2.3.1.15,0.0,1.0,0.0,0.0,0.0,0.0
ec:2.3.1.16,0.0,1.0,0.0,0.0,0.0,0.0
ec:2.3.1.168,0.0,1.0,0.0,0.0,0.0,0.0
ec:2.3.1.179,0.0,1.0,0.0,0.0,0.0,0.0
ec:2.3.1.181,0.0,1.0,0.0,0.0,0.0,0.0
ec:2.3.1.20,0.0,1.0,0.0,0.0,0.0,0.0
ec:2.3.1.21,0.0,1.0,0.0,0.0,0.0,0.0
ec:2.3.1.23,0.0,1.0,0.0,0.0,0.0,0.0
ec:2.3.1.24,0.0,1.0,0.0,0.0,0.0,0.0
ec:2.3.1.29,0.0,1.0,0.0,0.0,0.0,0.0
ec:2.3.1.37,0.0,1.0,0.0,0.0,0.0,0.0
ec:2.3.1.39,0.0,1.0,0.0,0.0,0.0,0.0
ec:2.3.1.4,0.0,1.0,0.0,0.0,0.0,0.0
