#Average network GCVs and the spreads for the human_ppi network.
# graphlet nr <ER_AVG> <ER_SPREADS> <ER_DD_AVG> <ER_DD_SPREADS> ..  GEO SF STICKY REAL_NET_AVG

0 1.000000 0.000000 0.351963 0.078831 0.055355 0.001442 0.018607 0.004840 0.002601 0.000208 0.002257
1 0.000000 0.000000 0.000567 0.000666 0.038606 0.000854 0.000469 0.000122 0.000144 0.000012 0.000338
2 0.000000 0.000000 0.114176 0.013088 0.065296 0.001455 0.053005 0.008566 0.021896 0.001043 0.014260
3 0.000000 0.000000 0.163974 0.015089 0.014605 0.000338 0.049781 0.004183 0.015616 0.000543 0.018494
4 0.000000 0.000000 0.000166 0.000117 0.002528 0.000062 0.000563 0.000124 0.000528 0.000029 0.000590
5 0.000000 0.000000 0.000854 0.001028 0.101206 0.001225 0.008395 0.001363 0.005686 0.000343 0.008440
6 0.000000 0.000000 0.000000 0.000000 0.049444 0.000543 0.000516 0.000151 0.000614 0.000057 0.001708
7 0.000000 0.000000 0.000000 0.000000 0.029456 0.000993 0.000027 0.000019 0.000052 0.000010 0.000338
8 0.000000 0.000000 0.074538 0.017334 0.051576 0.001333 0.136700 0.013134 0.184887 0.007132 0.094555
9 0.000000 0.000000 0.159265 0.055631 0.030894 0.000804 0.435738 0.012375 0.398336 0.004732 0.260650
10 0.000000 0.000000 0.132105 0.044265 0.001435 0.000095 0.148932 0.024899 0.106049 0.004811 0.236673
11 0.000000 0.000000 0.000312 0.000451 0.047121 0.000727 0.055535 0.007900 0.079989 0.003413 0.075395
12 0.000000 0.000000 0.000369 0.000697 0.094387 0.001396 0.016634 0.002250 0.034929 0.000919 0.035365
13 0.000000 0.000000 0.000977 0.002538 0.024326 0.000722 0.041258 0.006159 0.063068 0.002630 0.115923
14 0.000000 0.000000 0.000075 0.000106 0.002506 0.000080 0.000817 0.000139 0.002744 0.000152 0.001673
15 0.000000 0.000000 0.000655 0.000661 0.006405 0.000203 0.014717 0.001822 0.030515 0.000894 0.026233
16 0.000000 0.000000 0.000000 0.000000 0.043512 0.000780 0.008717 0.002541 0.022328 0.001768 0.046104
17 0.000000 0.000000 0.000000 0.000000 0.034163 0.000550 0.000631 0.000164 0.002321 0.000148 0.005154
18 0.000000 0.000000 0.000000 0.000000 0.066363 0.000602 0.005374 0.001516 0.013155 0.001036 0.019682
19 0.000000 0.000000 0.000000 0.000000 0.000049 0.000005 0.000223 0.000068 0.000697 0.000042 0.001230
20 0.000000 0.000000 0.000003 0.000018 0.009658 0.000251 0.001353 0.000242 0.004865 0.000194 0.006110
21 0.000000 0.000000 0.000000 0.000000 0.004893 0.000190 0.000215 0.000107 0.000928 0.000113 0.004089
22 0.000000 0.000000 0.000000 0.000000 0.060337 0.001552 0.000758 0.000512 0.002969 0.000536 0.008597
23 0.000000 0.000000 0.000000 0.000000 0.052597 0.000855 0.000687 0.000268 0.003080 0.000313 0.007981
24 0.000000 0.000000 0.000000 0.000000 0.002445 0.000112 0.000178 0.000059 0.000743 0.000062 0.001607
25 0.000000 0.000000 0.000000 0.000000 0.060992 0.002063 0.000120 0.000089 0.000903 0.000173 0.004372
26 0.000000 0.000000 0.000000 0.000000 0.003727 0.000160 0.000036 0.000023 0.000199 0.000027 0.000728
27 0.000000 0.000000 0.000000 0.000000 0.030085 0.001687 0.000013 0.000017 0.000145 0.000038 0.001182
28 0.000000 0.000000 0.000000 0.000000 0.016033 0.001641 0.000000 0.000001 0.000014 0.000006 0.000272
